transcription_id,sentiment
232,"[[{'label': 'POSITIVE', 'score': 0.9826462268829346}], [{'label': 'NEGATIVE', 'score': 0.9953184723854065}], [{'label': 'POSITIVE', 'score': 0.9993938207626343}], [{'label': 'POSITIVE', 'score': 0.9996302127838135}], [{'label': 'NEGATIVE', 'score': 0.9798944592475891}], [{'label': 'POSITIVE', 'score': 0.9982847571372986}], [{'label': 'POSITIVE', 'score': 0.8678019046783447}], [{'label': 'POSITIVE', 'score': 0.985315203666687}], [{'label': 'POSITIVE', 'score': 0.9954315423965454}], [{'label': 'POSITIVE', 'score': 0.999087929725647}], [{'label': 'POSITIVE', 'score': 0.99830162525177}], [{'label': 'POSITIVE', 'score': 0.9996718168258667}], [{'label': 'POSITIVE', 'score': 0.9996721744537354}], [{'label': 'POSITIVE', 'score': 0.9998378753662109}]]"
233,"[[{'label': 'POSITIVE', 'score': 0.9969973564147949}], [{'label': 'POSITIVE', 'score': 0.955671489238739}], [{'label': 'POSITIVE', 'score': 0.9987223744392395}]]"
234,"[[{'label': 'POSITIVE', 'score': 0.9998106360435486}], [{'label': 'POSITIVE', 'score': 0.9998399019241333}], [{'label': 'POSITIVE', 'score': 0.9995813965797424}], [{'label': 'NEGATIVE', 'score': 0.9974414110183716}], [{'label': 'POSITIVE', 'score': 0.9985455274581909}], [{'label': 'POSITIVE', 'score': 0.9997190833091736}], [{'label': 'POSITIVE', 'score': 0.999765932559967}], [{'label': 'POSITIVE', 'score': 0.9991126656532288}], [{'label': 'POSITIVE', 'score': 0.9965221881866455}], [{'label': 'POSITIVE', 'score': 0.9061385989189148}], [{'label': 'POSITIVE', 'score': 0.9998817443847656}], [{'label': 'POSITIVE', 'score': 0.9997542500495911}], [{'label': 'POSITIVE', 'score': 0.9966022968292236}], [{'label': 'POSITIVE', 'score': 0.9997038245201111}], [{'label': 'POSITIVE', 'score': 0.9994542002677917}], [{'label': 'POSITIVE', 'score': 0.992021918296814}], [{'label': 'POSITIVE', 'score': 0.9992367029190063}], [{'label': 'POSITIVE', 'score': 0.9907755255699158}]]"
235,"[[{'label': 'POSITIVE', 'score': 0.9950473308563232}], [{'label': 'POSITIVE', 'score': 0.995058536529541}], [{'label': 'NEGATIVE', 'score': 0.9962621331214905}]]"
236,"[[{'label': 'NEGATIVE', 'score': 0.8019033074378967}], [{'label': 'POSITIVE', 'score': 0.9991933703422546}], [{'label': 'POSITIVE', 'score': 0.9963980913162231}], [{'label': 'NEGATIVE', 'score': 0.9883297681808472}], [{'label': 'POSITIVE', 'score': 0.9985779523849487}], [{'label': 'POSITIVE', 'score': 0.999305009841919}], [{'label': 'POSITIVE', 'score': 0.9998300075531006}], [{'label': 'POSITIVE', 'score': 0.9998447895050049}], [{'label': 'POSITIVE', 'score': 0.9997145533561707}], [{'label': 'POSITIVE', 'score': 0.9974066615104675}], [{'label': 'POSITIVE', 'score': 0.9998500347137451}], [{'label': 'POSITIVE', 'score': 0.9996422529220581}], [{'label': 'POSITIVE', 'score': 0.989674985408783}], [{'label': 'POSITIVE', 'score': 0.9909541010856628}], [{'label': 'NEGATIVE', 'score': 0.8479146361351013}], [{'label': 'POSITIVE', 'score': 0.9973938465118408}], [{'label': 'POSITIVE', 'score': 0.9988142251968384}], [{'label': 'POSITIVE', 'score': 0.9992786049842834}], [{'label': 'POSITIVE', 'score': 0.9995911717414856}], [{'label': 'POSITIVE', 'score': 0.9998199343681335}], [{'label': 'POSITIVE', 'score': 0.9995311498641968}], [{'label': 'NEGATIVE', 'score': 0.6666213274002075}], [{'label': 'POSITIVE', 'score': 0.9844483137130737}], [{'label': 'POSITIVE', 'score': 0.9962409734725952}], [{'label': 'POSITIVE', 'score': 0.9950075149536133}], [{'label': 'POSITIVE', 'score': 0.9967185854911804}], [{'label': 'POSITIVE', 'score': 0.9929901361465454}], [{'label': 'NEGATIVE', 'score': 0.997661828994751}], [{'label': 'POSITIVE', 'score': 0.8474322557449341}], [{'label': 'NEGATIVE', 'score': 0.9994631409645081}], [{'label': 'POSITIVE', 'score': 0.9627833366394043}], [{'label': 'NEGATIVE', 'score': 0.9991036057472229}], [{'label': 'POSITIVE', 'score': 0.9821341633796692}], [{'label': 'NEGATIVE', 'score': 0.9022679328918457}], [{'label': 'NEGATIVE', 'score': 0.9996236562728882}], [{'label': 'NEGATIVE', 'score': 0.9994041919708252}], [{'label': 'POSITIVE', 'score': 0.9959843158721924}], [{'label': 'POSITIVE', 'score': 0.9977856874465942}], [{'label': 'POSITIVE', 'score': 0.9949610233306885}]]"
237,"[[{'label': 'POSITIVE', 'score': 0.9977871179580688}], [{'label': 'POSITIVE', 'score': 0.9706545472145081}], [{'label': 'POSITIVE', 'score': 0.9985051155090332}], [{'label': 'POSITIVE', 'score': 0.9390870332717896}], [{'label': 'POSITIVE', 'score': 0.9991341233253479}], [{'label': 'POSITIVE', 'score': 0.9993059635162354}], [{'label': 'POSITIVE', 'score': 0.9980514049530029}], [{'label': 'NEGATIVE', 'score': 0.5752529501914978}], [{'label': 'POSITIVE', 'score': 0.9398540258407593}], [{'label': 'POSITIVE', 'score': 0.9597140550613403}], [{'label': 'POSITIVE', 'score': 0.9927594661712646}], [{'label': 'POSITIVE', 'score': 0.7601938247680664}], [{'label': 'NEGATIVE', 'score': 0.9920382499694824}], [{'label': 'POSITIVE', 'score': 0.993423581123352}], [{'label': 'POSITIVE', 'score': 0.9995922446250916}], [{'label': 'POSITIVE', 'score': 0.9991372227668762}], [{'label': 'POSITIVE', 'score': 0.9957394599914551}], [{'label': 'NEGATIVE', 'score': 0.7900872230529785}], [{'label': 'POSITIVE', 'score': 0.9992685914039612}], [{'label': 'POSITIVE', 'score': 0.9916489124298096}], [{'label': 'POSITIVE', 'score': 0.998873770236969}], [{'label': 'POSITIVE', 'score': 0.999265730381012}], [{'label': 'NEGATIVE', 'score': 0.9611619114875793}], [{'label': 'NEGATIVE', 'score': 0.9797415733337402}], [{'label': 'POSITIVE', 'score': 0.9998207688331604}], [{'label': 'NEGATIVE', 'score': 0.9788041710853577}], [{'label': 'POSITIVE', 'score': 0.9994100332260132}], [{'label': 'POSITIVE', 'score': 0.9523776173591614}], [{'label': 'POSITIVE', 'score': 0.9233238101005554}], [{'label': 'NEGATIVE', 'score': 0.9822490215301514}], [{'label': 'POSITIVE', 'score': 0.9992368221282959}], [{'label': 'NEGATIVE', 'score': 0.9796215295791626}], [{'label': 'POSITIVE', 'score': 0.9866080284118652}], [{'label': 'NEGATIVE', 'score': 0.9840249419212341}], [{'label': 'POSITIVE', 'score': 0.9987469911575317}], [{'label': 'POSITIVE', 'score': 0.9854111671447754}], [{'label': 'POSITIVE', 'score': 0.9991260170936584}], [{'label': 'POSITIVE', 'score': 0.9996874332427979}], [{'label': 'POSITIVE', 'score': 0.9962060451507568}], [{'label': 'POSITIVE', 'score': 0.9763447642326355}], [{'label': 'POSITIVE', 'score': 0.9911148548126221}], [{'label': 'NEGATIVE', 'score': 0.9883739948272705}], [{'label': 'POSITIVE', 'score': 0.9944076538085938}], [{'label': 'POSITIVE', 'score': 0.9965856075286865}], [{'label': 'POSITIVE', 'score': 0.6765064597129822}], [{'label': 'POSITIVE', 'score': 0.998097836971283}], [{'label': 'POSITIVE', 'score': 0.6397709846496582}], [{'label': 'POSITIVE', 'score': 0.9766520261764526}], [{'label': 'POSITIVE', 'score': 0.9928995370864868}], [{'label': 'POSITIVE', 'score': 0.9992859959602356}]]"
238,"[[{'label': 'POSITIVE', 'score': 0.9986159801483154}], [{'label': 'POSITIVE', 'score': 0.9982420206069946}], [{'label': 'POSITIVE', 'score': 0.9987167119979858}], [{'label': 'POSITIVE', 'score': 0.9983147382736206}], [{'label': 'NEGATIVE', 'score': 0.9294136762619019}]]"
239,"[[{'label': 'POSITIVE', 'score': 0.9956156015396118}], [{'label': 'POSITIVE', 'score': 0.9986447691917419}], [{'label': 'POSITIVE', 'score': 0.9996139407157898}]]"
240,"[[{'label': 'POSITIVE', 'score': 0.9944105744361877}], [{'label': 'POSITIVE', 'score': 0.9971053004264832}], [{'label': 'NEGATIVE', 'score': 0.6455176472663879}], [{'label': 'POSITIVE', 'score': 0.9863913059234619}], [{'label': 'POSITIVE', 'score': 0.7358945608139038}], [{'label': 'NEGATIVE', 'score': 0.9501692056655884}], [{'label': 'NEGATIVE', 'score': 0.9096804261207581}], [{'label': 'POSITIVE', 'score': 0.9961916208267212}], [{'label': 'POSITIVE', 'score': 0.9961399435997009}]]"
241,"[[{'label': 'NEGATIVE', 'score': 0.9959596991539001}], [{'label': 'POSITIVE', 'score': 0.985626757144928}]]"
242,"[[{'label': 'POSITIVE', 'score': 0.9992747902870178}], [{'label': 'POSITIVE', 'score': 0.9829753041267395}], [{'label': 'NEGATIVE', 'score': 0.7753534317016602}], [{'label': 'POSITIVE', 'score': 0.9936500191688538}], [{'label': 'POSITIVE', 'score': 0.9993720650672913}], [{'label': 'POSITIVE', 'score': 0.9978492259979248}], [{'label': 'POSITIVE', 'score': 0.9044098854064941}], [{'label': 'POSITIVE', 'score': 0.9997865557670593}], [{'label': 'POSITIVE', 'score': 0.9997977614402771}], [{'label': 'POSITIVE', 'score': 0.9997171759605408}], [{'label': 'POSITIVE', 'score': 0.9995965361595154}], [{'label': 'POSITIVE', 'score': 0.9981106519699097}], [{'label': 'POSITIVE', 'score': 0.9942957758903503}], [{'label': 'POSITIVE', 'score': 0.9994966983795166}], [{'label': 'POSITIVE', 'score': 0.9990808963775635}], [{'label': 'POSITIVE', 'score': 0.9977153539657593}], [{'label': 'POSITIVE', 'score': 0.9840853214263916}], [{'label': 'POSITIVE', 'score': 0.9993599057197571}], [{'label': 'POSITIVE', 'score': 0.9993040561676025}], [{'label': 'POSITIVE', 'score': 0.9997971653938293}], [{'label': 'POSITIVE', 'score': 0.9978265166282654}]]"
243,"[[{'label': 'POSITIVE', 'score': 0.9840297698974609}], [{'label': 'POSITIVE', 'score': 0.9926376342773438}], [{'label': 'NEGATIVE', 'score': 0.9153282642364502}], [{'label': 'POSITIVE', 'score': 0.9989635944366455}], [{'label': 'POSITIVE', 'score': 0.9995751976966858}], [{'label': 'NEGATIVE', 'score': 0.7720123529434204}], [{'label': 'POSITIVE', 'score': 0.9994427561759949}], [{'label': 'POSITIVE', 'score': 0.996404767036438}], [{'label': 'POSITIVE', 'score': 0.9985232949256897}], [{'label': 'POSITIVE', 'score': 0.9993945360183716}], [{'label': 'POSITIVE', 'score': 0.9983161687850952}], [{'label': 'NEGATIVE', 'score': 0.995613694190979}], [{'label': 'POSITIVE', 'score': 0.9959866404533386}], [{'label': 'POSITIVE', 'score': 0.9965214729309082}], [{'label': 'POSITIVE', 'score': 0.999372661113739}], [{'label': 'POSITIVE', 'score': 0.9994090795516968}], [{'label': 'POSITIVE', 'score': 0.9996569156646729}], [{'label': 'POSITIVE', 'score': 0.9996857643127441}], [{'label': 'POSITIVE', 'score': 0.9996683597564697}], [{'label': 'POSITIVE', 'score': 0.9995032548904419}], [{'label': 'POSITIVE', 'score': 0.9793316125869751}], [{'label': 'POSITIVE', 'score': 0.9997010231018066}], [{'label': 'POSITIVE', 'score': 0.9996102452278137}], [{'label': 'POSITIVE', 'score': 0.9948987364768982}], [{'label': 'POSITIVE', 'score': 0.9750808477401733}], [{'label': 'NEGATIVE', 'score': 0.9860405921936035}], [{'label': 'POSITIVE', 'score': 0.999427080154419}], [{'label': 'POSITIVE', 'score': 0.657088041305542}], [{'label': 'POSITIVE', 'score': 0.9995817542076111}], [{'label': 'POSITIVE', 'score': 0.9996143579483032}], [{'label': 'POSITIVE', 'score': 0.9992254972457886}], [{'label': 'POSITIVE', 'score': 0.7583069205284119}], [{'label': 'POSITIVE', 'score': 0.9981774091720581}], [{'label': 'POSITIVE', 'score': 0.9984448552131653}], [{'label': 'POSITIVE', 'score': 0.9990845918655396}], [{'label': 'NEGATIVE', 'score': 0.9971641898155212}], [{'label': 'NEGATIVE', 'score': 0.9891771674156189}], [{'label': 'POSITIVE', 'score': 0.998724639415741}], [{'label': 'POSITIVE', 'score': 0.9995946288108826}]]"
244,"[[{'label': 'NEGATIVE', 'score': 0.9664741158485413}], [{'label': 'NEGATIVE', 'score': 0.9978908896446228}]]"
245,"[[{'label': 'POSITIVE', 'score': 0.6441612839698792}], [{'label': 'NEGATIVE', 'score': 0.985395610332489}]]"
